Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
04b9912b-99f9-4402-9a67-05faca5a7d9a	1055	0.991	209.844	19.89%	49.354	13.436%	0.08921	0.99
04bbf77f-fabc-4c21-9196-3e680751fb7a	128	0.893	84.436	65.966%	11.944	45.871%	0.44272	0.857
04bcf52b-685e-448a-8d16-fca9a0160a74	229	0.9	116.58	50.908%	14.857	43.64%	0.27444	0.801
04bd7e2e-bc56-4e2f-80f3-b075263a22a6	4	0.454	5.942	148.55%	1.937	96.85%	3.39674	0.426
04bd9936-fd84-4314-8eda-086652176843	8	0.729	8.359	104.488%	2.165	68.463%	1.84521	0.706
04c10f4f-59e1-4995-b24b-0dc53a36e4d5	22	0.837	20.555	93.432%	3.548	54.747%	1.12287	0.812
04c1e428-8f8a-4d1e-ac11-e92b1bbf1c3e	70	0.809	56.736	81.051%	6.911	58.83%	0.6033	0.672
04ca1bc7-4e17-4dd7-9f86-4cfbc6af5a6c	36	0.82	33.224	92.289%	5.327	57.443%	0.96783	0.783
04cba825-3d51-4816-9c66-3882998e3336	1117	0.978	371.401	33.25%	84.981	20.658%	0.1426	0.977
04ce16d8-8c62-4292-893d-19f874c4d683	16	0.889	15.464	96.65%	2.864	50.629%	0.94355	0.885
04cf76d7-4dc2-440d-a151-ce3a2d20fa5b	67	0.871	52.033	77.661%	7.811	52.073%	0.8044	0.839
04d6061d-c5a8-49a2-a855-54ff7219ad84	75	0.908	54.807	73.076%	10.117	47.745%	1.17118	0.897
04d6708f-9eb4-40df-b2ea-e1a8d51425d3	63	0.69	60.238	95.616%	8.292	73.007%	0.85497	0.493
04ecc827-2290-4d51-8368-394ead7c0e37	114	0.966	55.29	48.5%	8.146	26.798%	0.40529	0.961
04f225f9-b6d5-4b93-9208-918d8a8ed655	35	0.855	28.646	81.846%	5.749	63.103%	1.438	0.837
04f77e65-97c6-45d5-81af-82b7ab6426e4	162	0.888	93.698	57.838%	13.315	45.996%	0.34973	0.829
04f96828-aa88-4def-897e-fddc882768ba	55	0.959	30.342	55.167%	5.061	29.466%	0.52714	0.955
04fb46e3-c4ed-43ea-9ff8-b6cfd92711ea	78	0.794	68.224	87.467%	9.312	62.218%	0.77838	0.705
04fbb790-3bb0-45ef-914f-ada00a546f57	194	0.97	87.078	44.886%	13.687	24.271%	0.28715	0.966
04fcf2ae-0f6c-4b26-820b-f6903c4f6556	1033	0.969	333.756	32.309%	66.553	24.726%	0.14539	0.964
04fff6d3-2666-470b-b3f3-953c7e6598a8	64	0.948	41.325	64.57%	6.249	32.141%	0.56376	0.942
0500829c-5bb7-46ae-830b-a23cadb1159f	11	0.618	13.192	119.927%	3.048	78.699%	2.59368	0.57
05072602-92a3-48c6-9ea9-bf6d2857c5f1	93	0.861	61.333	65.949%	7.96	52.601%	0.50605	0.771
0507efd4-0190-4a86-a47c-9c9b724505d5	55	0.861	38.051	69.184%	5.998	54.082%	0.65904	0.816
050b0844-ba9b-4257-8f83-f68f054f67ab	57	0.693	52.426	91.975%	6.759	75.1%	0.83972	0.431
050f3314-f6ce-490f-b7b2-338dac1beef0	42	0.667	43.827	104.35%	6.141	75.59%	1.05134	0.498
05129459-a31a-4d01-bcea-5ff828f150a4	93	0.851	65.672	70.615%	8.396	53.86%	0.54329	0.759
0514ab62-80c1-45ad-b2d8-1b1f05df6978	13	0.901	8.47	65.154%	2.418	43.429%	0.91007	0.894
0518551d-4df2-4124-b68d-494200c5586b	82	0.772	65.828	80.278%	8.671	63.579%	0.58897	0.595
051c5168-3f44-4e18-8a81-8e6f592325b1	31	0.861	26.653	85.977%	5.709	53.706%	1.28057	0.848
0526ac0f-669b-4a8c-97cc-9c0a8dd2aee5	228	0.9	107.637	47.209%	13.722	43.968%	0.23058	0.766
05285bc8-faac-4119-8388-a2cf1c5d0b17	46	0.786	40.868	88.843%	5.634	62.217%	0.7551	0.693
0528ee5a-0249-4db6-9d1f-94fd58299dda	125	0.841	88.771	71.017%	11.817	55.521%	0.45546	0.747
052a37ce-76f5-4999-8576-4a5e99ed2df1	293	0.943	133.162	45.448%	21.403	33.837%	0.28521	0.926
052d72db-387e-48d1-a364-88076191e9d9	64	0.883	36.868	57.606%	9.882	47.766%	0.58783	0.87
05306a7d-1f5a-4cab-91e9-353e24bb1ab5	90	0.788	63.261	70.29%	8.672	61.943%	0.5091	0.586
05324be9-4d7e-4757-81da-e86bdf67b0d9	14	0.762	14.954	106.814%	2.964	66.277%	1.10862	0.736
05329efc-7b72-4e4d-b253-788aa3f14803	17	0.834	15.997	94.1%	2.891	55.637%	1.17923	0.811
05351dbc-d278-48fe-aa60-71a1c4100f78	27	0.728	28.353	105.011%	4.174	68.62%	1.09135	0.639
0536efd3-2938-49de-866a-f59c92c6507d	51	0.779	44.228	86.722%	5.983	64.144%	0.8366	0.668
053adb6d-83a5-4213-a4e9-869c8975d52c	215	0.958	101.067	47.008%	14.675	28.686%	0.28826	0.949
053f6783-fe77-49f0-a348-c41f925717f1	14	0.512	20.143	143.879%	3.225	86.192%	1.6968	0.375
0540045b-0d3c-4b0a-aded-d44207291610	453	0.96	187.861	41.47%	30.168	31.254%	0.19539	0.951
05448b08-2390-40c1-88eb-364980594fbf	341	0.93	137.771	40.402%	19.313	36.929%	0.17072	0.87
05466239-fb7a-4892-8894-cef7cee47d89	74	0.853	55.145	74.52%	8.385	57.053%	0.8553	0.807
05557ae2-d8cf-4ce1-8995-1e20ded90d22	96	0.936	49.708	51.779%	10.943	35.466%	0.47263	0.928
0555be67-22db-45ad-96e0-134c293bda3d	17	0.744	18.552	109.129%	3.971	69.126%	1.53676	0.716
055c56ef-c4fa-44f8-b79d-01754892218c	124	0.936	65.826	53.085%	15.4	35.201%	0.61309	0.93
055ca9ba-dfd8-4d8e-a094-28679125b55c	11	0.845	10.325	93.864%	2.142	55.306%	0.96393	0.831
0560422f-c4ea-4a0b-a2a9-51786287cd4a	19	0.877	11.581	60.953%	3.012	49.517%	1.20821	0.863
05609e73-45da-4e9f-b805-6c24a666cd16	38	0.858	32.774	86.247%	5.223	52.23%	0.91225	0.831
056295fc-904b-4c53-a0d6-5398420584a6	10	0.658	13.355	133.55%	2.618	75.575%	2.29933	0.617
05647da1-fbf0-400b-b9e4-458a17edff4c	48	0.784	44.334	92.362%	5.809	63.381%	0.89885	0.686
0567b082-5c8b-42b3-8a94-ab5657be3d7b	51	0.919	36.612	71.788%	5.481	39.659%	0.70215	0.904
056ad535-0678-4008-abcb-3ba8f3e542d1	42	0.78	39.208	93.352%	6.099	63.586%	0.95407	0.718
056c13d4-1109-46ee-933c-69ec0f01e115	94	0.914	56.755	60.378%	7.575	41.081%	0.4423	0.881
0573b3d1-4aae-4a31-9206-cf80ec67bc5e	24	0.753	25.358	105.658%	4.474	65.966%	1.33994	0.709
0575be03-6c30-490b-b98c-57a2dbf5a5b6	7895	0.988	2306.678	29.217%	433.915	17.263%	0.13154	0.987
05789749-31b7-4260-847d-451ff08f8c69	27	0.784	25.384	94.015%	4.383	65.338%	1.36186	0.74
0581d54f-809d-46d7-90e2-d8b78f340dfc	25	0.609	30.966	123.864%	4.44	79.745%	1.32043	0.459
0581dbef-7bf8-461c-bef5-33fbf778902c	22	0.809	22.573	102.605%	3.707	60.135%	1.1225	0.778
05840a85-013b-4269-8ce9-5d73f09f5951	376	0.916	159.118	42.319%	21.686	40.201%	0.17432	0.823
0588907c-49d1-4627-9151-8c3968c1f750	175	0.948	78.277	44.73%	10.295	31.97%	0.27504	0.924
058f524d-d113-4474-b8a1-d969d158e869	34	0.804	31.315	92.103%	4.712	59.842%	1.02724	0.751
05925d2f-b161-4041-892d-7d95bd7a18e8	106	0.875	74.435	70.222%	11.428	50.212%	0.63391	0.839
059d3f54-f420-4e05-ab32-ace7c097d5af	4	0.789	5.143	128.575%	1.401	70.05%	1.1266	0.798
059df941-5be5-4118-a3ce-03b8eda4d9e4	221	0.981	83.759	37.9%	13.174	20.668%	0.27319	0.979
05a50bad-8f02-4cf9-b7e6-64dfa88a9ae7	313	0.941	130.628	41.734%	17.322	34.004%	0.19239	0.9
05ac116a-7818-4d21-9678-0cd691b2112e	222	0.91	98.818	44.513%	12.467	41.511%	0.19789	0.779
05ac6fda-3c72-44c9-99c0-2b466ef1c2ab	506	0.941	196.853	38.904%	27.933	34.228%	0.16099	0.9
05ae0cee-ef90-4c57-9bc8-89d45ece030d	8	0.821	8.783	109.788%	2.131	61.517%	1.22047	0.815
05b65962-0707-45e3-a47a-94df5fbba96f	12625	0.973	4513.579	35.751%	657.87	23.785%	0.14979	0.966
05b93953-b0bb-499e-b0d4-e071c36838ab	197	0.989	56.076	28.465%	8.046	14.477%	0.2078	0.988
05b94959-0244-42e6-8834-c93f0e9b5706	83	0.817	58.153	70.064%	7.515	57.808%	0.4686	0.654
05bb5a98-e1d5-4b13-b340-c552c8c8db08	131	0.817	89.787	68.54%	11.984	57.725%	0.48048	0.659
05bca7bf-bcf5-41c2-ae85-d57f40d85530	70	0.879	57.125	81.607%	7.735	50.351%	0.71843	0.847
05c1300e-51e0-4651-99e6-2502d8d6f171	255	0.963	113.503	44.511%	24.316	27.471%	0.31816	0.959
05c7a654-fc94-41a9-a0e2-8ee61c10fa04	16	0.867	11.585	72.406%	2.67	52.363%	1.28797	0.853
05ca37cf-600f-449b-aebd-452f1bc2c88b	1	0.335	1.845	184.5%	0.948	94.8%	2.55755	0.325
05d304d6-1632-46a6-9532-1e85f079ff14	1971	0.979	761.541	38.637%	152.741	23.311%	0.21328	0.978
05d6577c-bee1-40dc-8efa-cffa2a0d8c00	6	0.595	8.622	143.7%	1.992	81.323%	1.79011	0.563
05d84381-e080-4387-afe9-74a007a4dd37	14	0.645	17.117	122.264%	3.077	76.925%	1.58514	0.578
05d8cce5-b091-48f9-8062-3063b46fd203	141	0.795	97.607	69.225%	12.77	60.81%	0.44154	0.562
05dac171-912a-4c74-85f1-3877f4bf548c	58	0.909	48.935	84.371%	6.937	42.857%	0.64913	0.896
05dc3be3-6e16-47b0-8275-91de2b413656	55	0.788	47.502	86.367%	6.278	61.859%	0.75498	0.676
05dc61b5-318c-473a-80a3-5cfac75cabc4	29	0.73	29.184	100.634%	4.522	68.96%	1.22986	0.646
05e31f09-c438-4715-b19f-a64671ee5918	53	0.867	40.359	76.149%	5.506	50.473%	0.74178	0.82
05e3c3ce-13ab-4a21-9489-af8e2a71ec74	48	0.737	46.398	96.663%	6.436	68.608%	1.0651	0.618
05e54686-964f-48cd-9bd2-0149f2ac11d8	212	0.914	100.388	47.353%	12.699	41.029%	0.24453	0.83
05e6d4e9-f644-46ae-9e08-55f8f23c9e64	89	0.94	47.476	53.344%	7.587	34.885%	0.41397	0.927
05e82611-bcfc-4da0-90f6-cfadb7bd8b80	131	0.947	73.38	56.015%	10.705	33.634%	0.40369	0.936
05e9fc12-39cb-4876-b8d9-5d2f66f8b288	24	0.869	20.276	84.483%	3.918	50.581%	1.05886	0.854
05efeab8-adbe-4dae-b6a2-fe19f0ab3339	12	0.743	11.269	93.908%	2.618	69.969%	1.28942	0.71
05efee09-b75f-4332-a1f8-e703ac0a6d8e	1	0.486	1.808	180.8%	0.92	92.0%	2.34444	0.509
05f03f6d-0f5a-428d-b76e-85799f717093	29	0.746	32.717	112.817%	4.76	66.653%	1.07331	0.681
05f0affb-6288-4c71-b2eb-89dbd4d2395f	38	0.873	28.367	74.65%	4.436	48.987%	0.72904	0.842
05f43414-4154-44a9-8972-4d1f5c17c496	215	0.935	96.456	44.863%	13.365	35.758%	0.26824	0.901
05f65864-afe6-4ad0-a251-79b8af70504c	11	0.755	10.468	95.164%	3.027	66.055%	1.79433	0.737
05f6a190-0e7d-4d16-a7a9-a2accca4dd4c	65	0.767	58.693	90.297%	7.753	65.292%	0.76783	0.645
06014474-44b5-4a4e-a31a-8e6185f6cda4	30	0.849	28.657	95.523%	4.478	52.774%	0.93613	0.825
0604fe41-2ade-4a62-add8-b8888508de8f	126	0.843	79.482	63.081%	10.359	53.854%	0.36983	0.69
060684c1-8558-4adb-b726-3b1b5e7a9533	678	0.982	190.914	28.158%	33.97	19.911%	0.14987	0.979
060b6ae0-0e59-4a6c-abe8-b833991109d4	55	0.746	48.919	88.944%	6.671	67.046%	0.75682	0.599
060badaa-6432-4366-a372-f42985923d07	584	0.963	169.903	29.093%	23.97	27.13%	0.09723	0.931
060cca30-c8cd-474a-bad8-2a573f00a7e9	3	0.788	3.282	109.4%	1.129	65.183%	1.61086	0.783
060e5406-15a4-4abe-b419-aabdbe98fbf8	12	0.567	15.349	127.908%	3.089	82.557%	1.52641	0.492
060fc8ad-af11-436b-a103-64e87836ffcb	18	0.798	18.582	103.233%	4.451	60.57%	1.98753	0.782
06103568-1c6f-4c90-b775-8d4768041958	46	0.847	38.917	84.602%	7.404	53.158%	0.73454	0.826
06246c85-658a-4f5b-9c29-28a86e2bef7b	794	0.91	355.339	44.753%	54.555	41.509%	0.17466	0.852
06251adc-15a0-464f-8966-d6de35224a52	59	0.86	55.753	94.497%	7.92	51.23%	0.87424	0.833
0625fd02-4514-4615-920e-970c511543b5	111	0.934	71.016	63.978%	11.107	36.799%	0.56361	0.923
06280e1d-8cfb-4a1e-8255-16dfdfc888dd	17	0.763	19.334	113.729%	3.72	64.757%	1.49398	0.735
062b546a-cba9-44fa-828f-ec15f2c1df88	65	0.852	44.384	68.283%	6.053	53.294%	0.57355	0.771
062c978f-1824-4daf-ad6c-d2159e170f60	35	0.813	31.244	89.269%	4.539	59.093%	0.90697	0.757
062eb583-9395-4182-a6aa-fc140abb02cc	41	0.761	40.056	97.698%	5.837	64.856%	0.83966	0.681
062ee9fd-798f-4bf7-a042-a738177e33fc	135	0.863	89.949	66.629%	12.131	50.678%	0.42754	0.788
06302b6b-8a02-422c-9037-b343828a0796	109	0.907	78.767	72.263%	10.547	42.53%	0.54069	0.883
06328477-271c-466a-8f9b-ca227b31ce1b	44	0.859	32.1	72.955%	5.123	52.84%	0.75553	0.82
0632d63a-1b51-434a-a074-a500e46c1859	86	0.935	52.384	60.912%	9.361	41.78%	0.71029	0.926
063ca577-8903-4327-9b96-0c0f7267f360	11	0.693	15.395	139.955%	3.114	75.526%	1.3729	0.682
063d3ec7-9009-4623-bfeb-46e536ad1e5e	112	0.94	64.224	57.343%	12.305	35.258%	0.44323	0.933
063f8a30-5e4a-497a-8bad-c3550d4a474f	132	0.877	79.987	60.596%	11.19	48.065%	0.39952	0.808
06402704-98b5-40db-807a-1451899105e8	10	0.574	14.898	148.98%	2.838	81.926%	1.81391	0.515
06406535-2392-46b7-b579-75ecd354e403	52	0.757	45.533	87.563%	6.524	65.902%	0.77713	0.639
06419855-481c-459b-9ebb-0b4c88f1343d	2	0.902	2.115	105.75%	0.813	57.488%	0.7537	0.907
064acb51-15b3-4658-940d-7590204dfcbc	268	0.938	110.0	41.045%	14.422	34.754%	0.22818	0.887
064e93c5-c828-49ea-8237-0ae6589527d4	141	0.91	81.221	57.604%	10.857	41.422%	0.35543	0.869
0650b2e5-d446-47a4-8cfd-e308bc6ad53d	113	0.882	75.482	66.798%	10.052	48.419%	0.5217	0.828
06522f6c-ebca-4019-b445-c3c2c2719c78	535	0.911	288.783	53.978%	43.062	42.252%	0.3212	0.876
06526b35-98c4-468e-863e-c75106f00546	12	0.705	13.308	110.9%	3.01	70.946%	1.64598	0.672
0657e4b3-7bfc-48e0-a818-796f5c03bca3	53	0.716	51.409	96.998%	6.81	71.388%	0.82666	0.553
0657e969-fe59-4c69-a02d-c42e2093c81b	3	0.722	4.249	141.633%	1.319	76.153%	1.29401	0.729
06580a50-8236-4590-a78c-144100492545	34	0.762	36.384	107.012%	5.094	68.071%	1.25685	0.694
06584686-1efc-44a1-9b63-f99a05375dad	1147	0.954	463.674	40.425%	73.941	29.977%	0.22573	0.94
0658a76f-62f7-4f86-9671-5b438e5ffb45	10	0.615	13.317	133.17%	2.757	79.588%	1.4716	0.572
0659f616-6201-4e61-accc-2ecb14068cc5	87	0.724	70.445	80.971%	9.319	70.851%	0.63755	0.437
065a99e2-8aa9-4205-bdbd-11f232e95a58	9	0.8	10.306	114.511%	2.299	63.763%	1.35082	0.791
065c1cc7-e223-46ec-b14a-391651b97fb4	6	0.64	8.908	148.467%	2.531	80.037%	1.40099	0.633
0669fbe7-32c5-49be-9844-96262b69d869	49	0.823	50.826	103.727%	7.566	56.87%	0.92455	0.79
0682739a-77d9-4113-b10d-95433d55f902	103	0.802	76.398	74.173%	9.968	59.677%	0.51387	0.641
06863faf-a171-46c1-8c9c-7f15b2d7b51b	112	0.842	72.203	64.467%	9.263	54.208%	0.45336	0.695
068ba989-5700-4590-b6f8-40afb81204f9	445	0.975	145.132	32.614%	33.206	23.711%	0.18462	0.973
068cee59-9afc-4271-9add-aadbfc75b2cd	75	0.746	68.601	91.468%	8.713	66.63%	0.68178	0.57
0693338b-4f9f-4248-9fd3-3296af9a37e5	3	0.502	4.455	148.5%	1.499	86.545%	3.30111	0.477
0696873e-f3e8-4f4a-8461-434a730141a5	28	0.843	24.152	86.257%	3.815	53.952%	0.79348	0.808
0696f65c-b73c-4e31-9bba-3448416fad6f	69	0.864	53.621	77.712%	7.033	50.889%	0.65958	0.812
069fdb7f-81f4-42be-94c6-d0656ad94ce5	270	0.986	84.058	31.133%	17.289	16.678%	0.20124	0.985
06a0c367-e314-4007-a609-fbe4e04f59d8	11	0.676	12.801	116.373%	2.45	73.87%	1.34265	0.623
